CustomerID,PurchaseDate,TransactionAmount,ProductInformation,OrderID,Location
5469,2022-06-02,1789.08,Product B,893606,Paris
6885,2022-06-02,260.88,Product B,896114,Paris
2489,2022-06-02,345.39,Product C,896123,Tokyo
6776,2022-06-02,342.09,Product D,894893,Tokyo
1828,2022-06-02,412.3,Product A,895160,London
9761,2022-06-03,1542.31,Product D,894959,London
8195,2022-06-03,755.11,Product A,890860,London
5254,2022-06-03,456.8,Product A,891378,London
2124,2022-06-03,1195.24,Product D,896354,Tokyo
1753,2022-06-03,1359.79,Product D,890532,Tokyo
3832,2022-06-03,293.88,Product D,894081,Paris
8640,2022-06-03,340.9,Product B,895654,Paris
6277,2022-06-03,1730.9,Product B,894782,New York
9510,2022-06-03,1700.72,Product C,895481,Paris
8369,2022-06-03,368.21,Product B,896933,Tokyo
5067,2022-06-03,734.73,Product A,892359,Tokyo
8612,2022-06-03,677.94,Product B,895606,Paris
4792,2022-06-03,929.15,Product A,892301,Paris
4755,2022-06-03,351.39,Product C,891417,Tokyo
5762,2022-06-03,739.97,Product B,895278,Tokyo
9288,2022-06-03,302.18,Product C,892004,New York
1514,2022-06-03,584.71,Product A,897147,Paris
8579,2022-06-03,1802.58,Product B,891740,London
9673,2022-06-03,695.56,Product B,895806,Paris
3521,2022-06-03,409.97,Product D,895545,New York
4257,2022-06-03,127.88,Product B,895672,London
5011,2022-06-04,322.53,Product C,893966,Tokyo
5582,2022-06-04,710.59,Product A,896658,Paris
7708,2022-06-04,645.91,Product D,896726,Tokyo
2419,2022-06-04,195.24,Product C,892051,Tokyo
4974,2022-06-04,166.15,Product A,893769,London
3578,2022-06-04,661.01,Product A,893027,New York
1464,2022-06-04,846.06,Product A,890661,New York
7807,2022-06-04,1147.32,Product B,896776,New York
2556,2022-06-04,149.33,Product D,896968,Paris
5334,2022-06-04,748.34,Product A,896445,Paris
7135,2022-06-04,155.37,Product C,897439,Tokyo
6210,2022-06-04,947.46,Product A,896599,Paris
9482,2022-06-04,542.86,Product A,890037,New York
9821,2022-06-04,558.01,Product A,891348,Paris
6478,2022-06-04,238.87,Product D,892787,Paris
5938,2022-06-04,540.31,Product C,897648,New York
3695,2022-06-04,834.13,Product D,891930,Paris
2824,2022-06-04,391.65,Product C,890111,Paris
5221,2022-06-05,786.28,Product C,897325,New York
4275,2022-06-05,1094.25,Product C,892177,Tokyo
6210,2022-06-05,1420.29,Product C,896607,New York
4510,2022-06-05,508.79,Product B,894379,New York
2747,2022-06-05,860.23,Product C,891825,New York
4675,2022-06-05,886.73,Product D,895924,Paris
7955,2022-06-05,449.64,Product C,890616,Tokyo
2502,2022-06-05,778.56,Product C,897582,London
9907,2022-06-05,231.43,Product D,896471,Tokyo
2747,2022-06-05,707.28,Product C,891834,New York
8803,2022-06-05,486.78,Product C,892469,Paris
1711,2022-06-05,369.31,Product A,895744,London
8579,2022-06-05,1060.43,Product A,891747,London
6431,2022-06-05,257.51,Product A,895542,New York
6439,2022-06-05,489.6,Product A,894448,New York
5512,2022-06-05,675.0,Product B,893324,Paris
2869,2022-06-05,368.66,Product A,896743,New York
9835,2022-06-05,114.15,Product D,891018,London
8149,2022-06-06,265.71,Product D,894847,London
4232,2022-06-06,1059.02,Product B,893682,Tokyo
6939,2022-06-06,411.21,Product B,894509,Tokyo
4559,2022-06-06,420.55,Product B,890721,London
7708,2022-06-06,1385.39,Product B,896736,Tokyo
1659,2022-06-06,268.78,Product B,896167,London
3509,2022-06-06,915.95,Product A,893913,Paris
5747,2022-06-06,485.21,Product B,896489,Tokyo
9210,2022-06-06,498.03,Product B,894152,London
4614,2022-06-06,960.37,Product A,891995,Tokyo
2296,2022-06-06,903.7,Product A,891267,Tokyo
4617,2022-06-06,1182.24,Product C,894923,Tokyo
8542,2022-06-06,1049.08,Product C,892901,Paris
9740,2022-06-07,1293.5,Product A,890642,London
7862,2022-06-07,1151.77,Product B,896890,Tokyo
9426,2022-06-07,1727.75,Product B,896634,London
9761,2022-06-07,1446.94,Product D,894949,Paris
9008,2022-06-07,920.65,Product B,890682,Paris
2975,2022-06-07,578.17,Product A,897118,Tokyo
4863,2022-06-07,444.8,Product B,894518,New York
8657,2022-06-07,999.13,Product B,896565,Tokyo
2526,2022-06-07,808.68,Product C,893989,Paris
4022,2022-06-07,538.38,Product A,891305,Paris
8324,2022-06-07,1013.95,Product A,892584,New York
8598,2022-06-07,691.93,Product C,897064,New York
2344,2022-06-07,774.73,Product D,892159,Paris
2655,2022-06-07,531.44,Product B,892684,New York
8195,2022-06-07,880.91,Product B,890880,London
9747,2022-06-07,1378.73,Product D,892336,Paris
3287,2022-06-07,767.47,Product A,891777,Paris
8622,2022-06-07,281.57,Product D,897392,Tokyo
8982,2022-06-08,1240.24,Product B,895245,New York
3131,2022-06-08,1707.81,Product A,891232,New York
2293,2022-06-08,224.99,Product C,894911,New York
8324,2022-06-08,1659.34,Product B,892563,New York
8135,2022-06-08,1704.85,Product B,891377,London
8622,2022-06-08,388.44,Product B,897386,London
2791,2022-06-08,723.43,Product C,895418,Tokyo
7461,2022-06-08,400.34,Product B,890491,London
5067,2022-06-08,749.38,Product B,892357,London
5349,2022-06-08,634.32,Product B,890243,London
9761,2022-06-08,1411.67,Product B,894965,Paris
3148,2022-06-08,169.26,Product B,894661,London
8609,2022-06-08,913.93,Product D,891566,New York
5819,2022-06-08,1113.69,Product D,893658,New York
6706,2022-06-08,160.78,Product A,894065,New York
2041,2022-06-08,931.24,Product B,894035,Tokyo
7484,2022-06-08,668.74,Product A,890986,London
4371,2022-06-08,772.34,Product C,892189,New York
8269,2022-06-08,1291.66,Product A,891133,Paris
9950,2022-06-08,474.68,Product A,892873,New York
2041,2022-06-09,809.66,Product D,894036,London
2444,2022-06-09,297.81,Product D,890507,London
2658,2022-06-09,1217.0,Product A,895889,London
2425,2022-06-09,654.23,Product B,893112,New York
7418,2022-06-09,985.34,Product B,892320,Tokyo
4863,2022-06-09,926.8,Product C,894521,Tokyo
3280,2022-06-09,516.16,Product A,895055,Tokyo
7429,2022-06-09,131.47,Product D,890497,Tokyo
9680,2022-06-09,549.0,Product A,891879,New York
3417,2022-06-09,431.21,Product C,895187,Tokyo
6644,2022-06-09,1081.09,Product C,895517,Paris
6730,2022-06-09,651.16,Product A,892821,Paris
8529,2022-06-09,142.33,Product B,890141,Paris
3747,2022-06-09,563.59,Product C,895734,London
9689,2022-06-09,1148.09,Product A,896048,Paris
1200,2022-06-09,725.92,Product C,893756,Tokyo
5349,2022-06-09,529.01,Product A,890244,New York
9821,2022-06-09,978.41,Product A,891347,London
6898,2022-06-09,876.86,Product B,893713,Tokyo
8273,2022-06-09,1145.39,Product B,896233,Paris
8324,2022-06-09,1937.81,Product D,892570,Paris
8269,2022-06-10,1231.67,Product D,891141,New York
6939,2022-06-10,607.22,Product B,894512,New York
1372,2022-06-10,624.86,Product D,892455,Paris
7275,2022-06-10,1230.33,Product D,895152,Paris
5051,2022-06-10,826.62,Product D,891460,London
8657,2022-06-10,774.37,Product C,896576,Paris
5087,2022-06-10,1121.96,Product A,890281,Tokyo
9369,2022-06-10,323.41,Product A,890930,Paris
2404,2022-06-10,1652.25,Product B,896317,London
9128,2022-06-10,712.64,Product A,890120,London
8342,2022-06-10,762.72,Product A,896425,London
2527,2022-06-10,765.12,Product A,891725,New York
6818,2022-06-10,249.2,Product C,896771,Paris
8126,2022-06-10,302.92,Product D,894307,London
7797,2022-06-10,679.52,Product D,890417,London
7862,2022-06-10,856.72,Product A,896877,Tokyo
4770,2022-06-10,333.87,Product C,894833,Tokyo
6688,2022-06-10,627.16,Product D,894368,New York
2848,2022-06-10,1126.07,Product B,890331,Tokyo
8780,2022-06-10,268.35,Product D,896750,Paris
8848,2022-06-10,242.7,Product B,891522,Paris
9797,2022-06-10,279.04,Product C,896255,Tokyo
3972,2022-06-10,214.93,Product C,897110,Tokyo
4559,2022-06-11,442.71,Product A,890727,London
6614,2022-06-11,687.87,Product A,893504,London
5059,2022-06-11,1340.6,Product A,892128,New York
2294,2022-06-11,295.24,Product D,892943,Paris
2336,2022-06-11,356.73,Product B,892118,New York
2824,2022-06-11,371.75,Product D,890110,Paris
9689,2022-06-11,1188.9,Product B,896035,Paris
4291,2022-06-11,448.98,Product A,891535,London
5920,2022-06-11,1804.78,Product B,891632,Tokyo
9210,2022-06-11,455.6,Product D,894149,London
9444,2022-06-11,332.5,Product D,893304,Paris
6876,2022-06-11,1142.18,Product A,896685,London
2522,2022-06-11,164.13,Product C,893035,London
9751,2022-06-11,801.82,Product A,895757,Paris
7224,2022-06-11,540.3,Product C,890758,Paris
3384,2022-06-11,799.1,Product B,895871,London
9747,2022-06-11,903.08,Product C,892337,New York
8273,2022-06-11,1489.02,Product D,896242,Paris
7557,2022-06-11,1362.99,Product C,893804,New York
6614,2022-06-11,911.6,Product D,893507,Tokyo
7342,2022-06-11,293.9,Product C,896763,New York
5923,2022-06-12,379.39,Product B,895947,Paris
2035,2022-06-12,1233.78,Product C,895017,Paris
2940,2022-06-12,1290.0,Product B,894596,New York
1920,2022-06-12,399.88,Product B,891713,Paris
8640,2022-06-12,210.86,Product B,895653,Tokyo
3131,2022-06-12,1327.18,Product C,891228,New York
9689,2022-06-12,1315.59,Product C,896036,London
5813,2022-06-12,111.27,Product B,890810,New York
5564,2022-06-12,288.73,Product C,897095,Tokyo
3555,2022-06-12,592.43,Product A,896187,London
8609,2022-06-12,1041.22,Product B,891562,London
7018,2022-06-12,451.11,Product B,897516,New York
2342,2022-06-12,500.37,Product B,894063,Paris
6399,2022-06-12,885.27,Product D,893701,New York
7445,2022-06-12,556.65,Product B,896069,Paris
6829,2022-06-12,1454.22,Product D,894501,New York
8770,2022-06-12,1501.67,Product A,890567,London
4232,2022-06-12,1272.35,Product C,893677,Tokyo
6077,2022-06-12,531.81,Product B,890709,Paris
5347,2022-06-12,369.16,Product D,890472,Paris
7049,2022-06-12,387.84,Product C,894718,London
4675,2022-06-12,810.93,Product A,895922,Tokyo
1120,2022-06-12,1315.81,Product A,894238,Tokyo
8598,2022-06-12,956.03,Product B,897051,New York
7296,2022-06-12,373.74,Product C,897482,London
5735,2022-06-12,191.02,Product B,895676,Paris
7883,2022-06-12,1635.97,Product D,893188,New York
6544,2022-06-13,211.07,Product B,897505,New York
3662,2022-06-13,759.94,Product C,893349,Tokyo
5470,2022-06-13,452.25,Product B,891421,Paris
9409,2022-06-13,162.98,Product D,890079,Tokyo
2557,2022-06-13,206.3,Product B,892560,New York
6876,2022-06-13,1349.31,Product B,896669,London
8199,2022-06-13,999.81,Product D,894321,Paris
2417,2022-06-13,982.2,Product B,892252,Paris
2438,2022-06-13,472.12,Product D,895789,Tokyo
7529,2022-06-13,320.86,Product D,894264,London
5903,2022-06-13,788.63,Product A,892503,Paris
1920,2022-06-13,590.54,Product C,891714,Paris
8770,2022-06-13,1157.6,Product C,890562,Tokyo
2229,2022-06-13,510.16,Product C,895261,Paris
8244,2022-06-13,134.83,Product C,895506,London
5694,2022-06-13,814.57,Product D,893786,Paris
9393,2022-06-13,200.45,Product C,892483,Tokyo
9084,2022-06-13,114.97,Product B,891819,Tokyo
2669,2022-06-13,805.69,Product A,895562,New York
7291,2022-06-13,457.45,Product D,892802,Paris
1990,2022-06-14,1763.43,Product B,897694,Paris
8429,2022-06-14,1193.47,Product A,891036,London
8532,2022-06-14,302.69,Product C,897457,Tokyo
5382,2022-06-14,116.37,Product B,894854,Paris
3871,2022-06-14,1572.45,Product B,895032,Tokyo
9426,2022-06-14,1830.76,Product D,896627,London
1193,2022-06-14,989.65,Product C,895407,Paris
1653,2022-06-14,263.36,Product B,895384,London
5060,2022-06-14,288.53,Product D,895338,New York
5920,2022-06-14,1075.41,Product B,891627,Tokyo
1753,2022-06-14,674.38,Product A,890535,Tokyo
9674,2022-06-14,939.54,Product D,892837,Tokyo
6323,2022-06-14,376.78,Product C,897099,Tokyo
9508,2022-06-14,612.56,Product C,893929,Paris
7753,2022-06-14,1675.78,Product B,892021,New York
4257,2022-06-14,232.95,Product A,895673,Tokyo
1305,2022-06-14,487.73,Product A,897069,Tokyo
9465,2022-06-14,1263.78,Product C,891948,Paris
1990,2022-06-14,1530.55,Product D,897692,Tokyo
2344,2022-06-14,849.28,Product D,892155,New York
4617,2022-06-14,835.38,Product B,894919,London
4729,2022-06-15,434.46,Product D,897463,London
5334,2022-06-15,1210.06,Product C,896447,Paris
2753,2022-06-15,377.58,Product B,896089,Paris
5543,2022-06-15,518.48,Product D,896401,Tokyo
8982,2022-06-15,1285.3,Product D,895228,New York
1653,2022-06-15,276.82,Product D,895386,Tokyo
1230,2022-06-15,1021.46,Product B,897404,New York
4401,2022-06-15,457.2,Product C,890386,Paris
7670,2022-06-15,1202.57,Product C,894204,Tokyo
6420,2022-06-15,1032.67,Product C,892857,New York
8135,2022-06-15,1422.68,Product A,891362,London
6986,2022-06-15,378.88,Product C,894356,Paris
9328,2022-06-15,667.97,Product C,893262,Paris
7418,2022-06-15,734.91,Product D,892321,Tokyo
5087,2022-06-15,862.89,Product C,890264,Tokyo
2669,2022-06-15,429.86,Product A,895561,London
2404,2022-06-15,1949.98,Product C,896322,London
2691,2022-06-15,613.69,Product B,895637,Tokyo
5923,2022-06-15,403.68,Product B,895948,Tokyo
7939,2022-06-16,586.55,Product D,892963,Tokyo
3267,2022-06-16,698.93,Product B,897201,Paris
3213,2022-06-16,316.17,Product D,897552,Paris
8879,2022-06-16,1060.66,Product C,894536,New York
9535,2022-06-16,282.26,Product C,893603,Paris
7242,2022-06-16,137.74,Product C,896746,Tokyo
5350,2022-06-16,258.96,Product A,895089,Tokyo
3399,2022-06-16,1232.86,Product B,892268,London
9740,2022-06-16,962.66,Product D,890645,New York
7018,2022-06-16,515.15,Product A,897511,Paris
3417,2022-06-16,586.13,Product C,895185,London
3399,2022-06-16,989.28,Product C,892281,Paris
8657,2022-06-16,829.59,Product C,896574,Paris
4150,2022-06-16,549.74,Product C,891794,New York
4913,2022-06-16,404.32,Product D,897071,Tokyo
7334,2022-06-16,481.42,Product B,892721,Tokyo
5819,2022-06-16,1103.04,Product B,893654,Tokyo
5819,2022-06-16,1181.73,Product B,893648,New York
3709,2022-06-16,1249.69,Product D,890527,New York
6420,2022-06-16,840.24,Product C,892855,Paris
6267,2022-06-16,605.18,Product D,894871,New York
3871,2022-06-16,862.24,Product B,895028,Tokyo
7286,2022-06-17,233.0,Product A,893554,New York
7862,2022-06-17,853.81,Product B,896893,Tokyo
6236,2022-06-17,1678.1,Product B,895443,Tokyo
7824,2022-06-17,494.24,Product B,894741,Paris
7708,2022-06-17,1184.71,Product B,896719,Tokyo
6939,2022-06-17,349.1,Product B,894510,New York
8796,2022-06-17,656.51,Product B,894666,Tokyo
1166,2022-06-17,206.78,Product B,894329,Tokyo
7116,2022-06-17,339.38,Product A,895508,New York
1372,2022-06-17,500.41,Product C,892458,Tokyo
4630,2022-06-17,313.34,Product D,892745,Paris
5543,2022-06-17,502.43,Product C,896407,Tokyo
2582,2022-06-17,793.44,Product A,896101,Paris
6598,2022-06-17,1598.8,Product B,897575,Tokyo
6327,2022-06-17,340.78,Product A,897222,Paris
6267,2022-06-17,412.93,Product A,894869,Paris
1136,2022-06-17,601.08,Product C,890592,Paris
4923,2022-06-17,342.15,Product D,890474,New York
5861,2022-06-17,1108.85,Product A,891496,Paris
2843,2022-06-17,1019.45,Product C,893402,London
9266,2022-06-17,1572.45,Product D,895095,Paris
5033,2022-06-18,657.5,Product A,894733,Paris
6236,2022-06-18,773.69,Product B,895432,Tokyo
2617,2022-06-18,978.12,Product B,890217,New York
8429,2022-06-18,1109.21,Product C,891040,Tokyo
9622,2022-06-18,528.92,Product C,897229,Paris
2041,2022-06-18,750.53,Product A,894045,London
8094,2022-06-18,1547.33,Product D,892620,Paris
2075,2022-06-18,1372.24,Product A,892413,London
8982,2022-06-18,1027.37,Product C,895244,Paris
2655,2022-06-18,589.87,Product D,892681,Paris
4614,2022-06-18,959.05,Product D,891991,London
6447,2022-06-18,192.91,Product B,890983,London
3267,2022-06-18,621.56,Product D,897189,London
1182,2022-06-18,656.05,Product D,894626,Tokyo
6432,2022-06-18,533.41,Product A,896417,Tokyo
6236,2022-06-19,822.17,Product A,895438,London
7025,2022-06-19,237.28,Product D,896181,Tokyo
2557,2022-06-19,335.87,Product A,892558,Paris
4164,2022-06-19,683.52,Product C,891333,New York
5521,2022-06-19,151.85,Product A,893397,London
6549,2022-06-19,394.33,Product A,896641,London
5114,2022-06-19,335.39,Product D,897432,New York
6570,2022-06-19,603.17,Product A,897611,Paris
5438,2022-06-19,1433.9,Product B,892430,London
8199,2022-06-19,863.28,Product D,894311,New York
9864,2022-06-19,212.78,Product C,890194,New York
5494,2022-06-19,505.1,Product B,890199,Tokyo
4762,2022-06-20,737.13,Product A,891867,Tokyo
1166,2022-06-20,358.12,Product D,894331,Tokyo
1507,2022-06-20,138.33,Product A,893592,Tokyo
3406,2022-06-20,860.47,Product A,890441,London
2296,2022-06-20,1449.61,Product C,891275,Tokyo
2843,2022-06-20,974.43,Product C,893411,London
6293,2022-06-20,575.65,Product D,891113,Tokyo
2075,2022-06-20,1404.61,Product A,892406,London
4683,2022-06-20,365.65,Product C,894374,New York
1711,2022-06-20,707.3,Product A,895742,London
9004,2022-06-20,1263.69,Product B,894563,London
8105,2022-06-20,143.1,Product B,897307,Tokyo
7224,2022-06-20,569.07,Product C,890756,Tokyo
4858,2022-06-20,348.85,Product C,893727,New York
9475,2022-06-20,171.76,Product C,896223,Paris
7653,2022-06-20,119.97,Product B,894532,New York
3937,2022-06-20,484.9,Product C,890801,New York
9538,2022-06-20,933.54,Product D,895358,Tokyo
5803,2022-06-20,411.95,Product A,896774,Tokyo
4532,2022-06-20,571.71,Product D,893867,New York
6293,2022-06-20,470.52,Product B,891108,Tokyo
9689,2022-06-20,1498.33,Product C,896043,Paris
5040,2022-06-20,485.47,Product A,895846,Paris
6986,2022-06-20,422.65,Product A,894353,New York
8244,2022-06-20,152.23,Product D,895507,Paris
8381,2022-06-20,596.78,Product B,897471,Tokyo
2617,2022-06-20,775.66,Product D,890230,New York
3578,2022-06-20,522.1,Product A,893026,Paris
2975,2022-06-20,955.61,Product C,897139,Paris
3525,2022-06-21,124.03,Product C,894899,Tokyo
1225,2022-06-21,291.65,Product D,892692,Paris
7693,2022-06-21,289.1,Product B,893662,Paris
7557,2022-06-21,982.22,Product C,893818,New York
5919,2022-06-21,267.52,Product D,890301,Paris
8195,2022-06-21,695.04,Product C,890885,New York
2970,2022-06-21,607.61,Product D,897724,New York
5687,2022-06-21,831.87,Product C,897169,Paris
6499,2022-06-21,583.29,Product B,895116,London
5622,2022-06-21,291.35,Product C,892105,London
6172,2022-06-21,343.37,Product C,893386,Tokyo
9418,2022-06-21,888.18,Product C,890895,Paris
6828,2022-06-21,952.28,Product A,893291,Paris
4944,2022-06-21,526.53,Product D,891589,Tokyo
9105,2022-06-21,684.55,Product C,892082,London
4371,2022-06-21,963.43,Product C,892195,London
4751,2022-06-21,579.93,Product A,893163,Paris
9673,2022-06-21,381.83,Product C,895805,London
9564,2022-06-21,744.46,Product B,890821,Tokyo
8273,2022-06-21,1427.8,Product D,896234,Paris
6939,2022-06-21,437.97,Product C,894511,Tokyo
8269,2022-06-21,1178.38,Product C,891145,Paris
2975,2022-06-21,1077.18,Product C,897128,Tokyo
8542,2022-06-21,855.98,Product C,892905,Paris
3634,2022-06-21,956.7,Product C,892774,Tokyo
7708,2022-06-21,1299.65,Product B,896722,Tokyo
4743,2022-06-21,817.4,Product D,893466,New York
5511,2022-06-21,631.5,Product A,893600,Tokyo
7606,2022-06-21,898.74,Product D,893063,Paris
2843,2022-06-22,1047.06,Product B,893409,London
6439,2022-06-22,677.35,Product A,894438,New York
5762,2022-06-22,1225.54,Product D,895281,Tokyo
9105,2022-06-22,1219.05,Product B,892090,London
6439,2022-06-22,516.92,Product C,894434,New York
4751,2022-06-22,483.52,Product B,893159,Paris
6432,2022-06-22,316.01,Product B,896415,London
1108,2022-06-22,1433.98,Product C,894115,New York
3724,2022-06-22,91.44,Product B,893449,New York
2153,2022-06-22,534.23,Product B,896848,Paris
4052,2022-06-22,349.11,Product C,897536,New York
3662,2022-06-22,479.08,Product A,893358,Tokyo
8803,2022-06-22,521.58,Product B,892477,New York
5308,2022-06-22,377.37,Product A,895693,New York
2041,2022-06-22,1267.52,Product A,894055,London
5520,2022-06-22,1087.62,Product B,896280,London
1972,2022-06-22,530.0,Product D,894674,Paris
3879,2022-06-22,269.11,Product D,895173,London
8273,2022-06-22,963.04,Product A,896240,Paris
2101,2022-06-22,230.7,Product A,891789,London
8414,2022-06-22,449.04,Product D,890915,Tokyo
8449,2022-06-23,111.31,Product D,890740,Tokyo
5471,2022-06-23,518.4,Product B,893550,Paris
3435,2022-06-23,358.98,Product B,893000,Tokyo
2624,2022-06-23,267.62,Product C,896533,London
5438,2022-06-23,1224.02,Product B,892442,London
5938,2022-06-23,659.99,Product B,897641,New York
9538,2022-06-23,743.3,Product B,895352,London
1029,2022-06-23,605.71,Product B,897625,New York
2404,2022-06-23,1122.3,Product B,896335,Tokyo
9584,2022-06-23,429.03,Product B,890316,New York
4792,2022-06-23,474.92,Product C,892302,Tokyo
6295,2022-06-23,1013.49,Product D,897246,Paris
1372,2022-06-23,377.55,Product D,892456,Tokyo
3248,2022-06-23,246.52,Product C,895581,London
6598,2022-06-23,1071.0,Product C,897574,Tokyo
4532,2022-06-23,779.4,Product A,893866,New York
8094,2022-06-23,1933.3,Product C,892621,Paris
2655,2022-06-23,560.82,Product D,892678,Paris
5281,2022-06-23,841.36,Product B,896962,Tokyo
1990,2022-06-23,1151.09,Product C,897685,Paris
4982,2022-06-23,955.72,Product C,897709,Paris
3945,2022-06-23,687.91,Product B,896372,Paris
8685,2022-06-24,580.11,Product C,893633,New York
8362,2022-06-24,999.74,Product D,892289,London
2728,2022-06-24,303.2,Product D,896293,London
6096,2022-06-24,508.85,Product C,890838,Tokyo
4624,2022-06-24,895.66,Product A,897346,Paris
8715,2022-06-24,295.74,Product B,894075,New York
3709,2022-06-24,1511.55,Product C,890519,Tokyo
7429,2022-06-24,170.72,Product B,890496,London
1514,2022-06-24,1131.52,Product D,897158,Paris
6085,2022-06-24,579.09,Product D,891614,Paris
4275,2022-06-24,504.62,Product A,892176,Tokyo
5114,2022-06-24,389.93,Product B,897433,Paris
5087,2022-06-24,900.08,Product A,890275,Paris
5664,2022-06-24,515.11,Product B,895214,Paris
9740,2022-06-24,1083.99,Product D,890651,London
3103,2022-06-24,158.21,Product B,890828,London
6420,2022-06-24,868.47,Product B,892859,New York
4110,2022-06-24,176.7,Product D,896170,Tokyo
7770,2022-06-24,265.37,Product C,890407,Paris
5469,2022-06-24,1391.27,Product A,893620,New York
3150,2022-06-24,1319.38,Product C,894300,London
8790,2022-06-24,637.94,Product A,892098,London
4727,2022-06-24,416.27,Product B,895938,Paris
7557,2022-06-25,1427.22,Product B,893828,Paris
9899,2022-06-25,223.63,Product A,893197,Tokyo
4387,2022-06-25,1485.04,Product D,895130,New York
5011,2022-06-25,421.07,Product D,893968,Paris
4232,2022-06-25,1920.8,Product A,893676,New York
2847,2022-06-25,336.54,Product D,891761,Paris
5903,2022-06-25,719.67,Product D,892513,Tokyo
1108,2022-06-25,876.18,Product D,894134,London
9571,2022-06-25,538.08,Product C,891409,Tokyo
6399,2022-06-25,634.56,Product D,893688,New York
2975,2022-06-25,1118.67,Product D,897135,Tokyo
9576,2022-06-25,595.05,Product A,892992,Paris
9680,2022-06-25,713.34,Product B,891877,Paris
6071,2022-06-25,737.93,Product C,895726,Paris
7807,2022-06-25,1145.22,Product B,896783,Paris
5819,2022-06-25,1067.51,Product A,893634,Tokyo
4559,2022-06-25,470.56,Product D,890723,London
6050,2022-06-26,456.88,Product D,893090,Tokyo
3406,2022-06-26,1609.08,Product B,890431,Paris
8859,2022-06-26,110.15,Product B,894398,Paris
4387,2022-06-26,1100.59,Product B,895131,New York
4232,2022-06-26,1641.32,Product B,893669,New York
8504,2022-06-26,834.53,Product B,895203,London
2617,2022-06-26,1130.57,Product B,890239,New York
4562,2022-06-26,816.24,Product D,895824,Tokyo
5011,2022-06-26,347.35,Product B,893957,Tokyo
3248,2022-06-26,426.0,Product C,895576,London
9674,2022-06-26,1267.25,Product D,892839,Tokyo
7883,2022-06-26,1809.71,Product C,893179,New York
5350,2022-06-26,437.05,Product C,895086,Paris
7865,2022-06-26,758.3,Product D,894409,Paris
5334,2022-06-26,1367.75,Product C,896441,New York
1711,2022-06-26,715.36,Product C,895740,Paris
6850,2022-06-26,1488.46,Product D,896548,New York
3131,2022-06-26,879.82,Product D,891236,New York
7224,2022-06-26,742.88,Product C,890757,Paris
9128,2022-06-26,480.23,Product C,890117,Paris
7797,2022-06-27,760.81,Product B,890414,Tokyo
3954,2022-06-27,271.79,Product B,896400,London
1212,2022-06-27,546.06,Product A,895992,New York
3747,2022-06-27,453.68,Product D,895727,Tokyo
4161,2022-06-27,498.31,Product D,890150,London
3945,2022-06-27,868.38,Product D,896382,Paris
5499,2022-06-27,778.18,Product A,893728,Paris
5438,2022-06-27,1307.98,Product D,892434,Tokyo
2072,2022-06-27,159.97,Product B,891576,Paris
7445,2022-06-27,520.53,Product B,896067,Tokyo
9538,2022-06-27,981.6,Product A,895354,London
1193,2022-06-27,880.79,Product D,895401,Paris
